"comp_name","squad","player_name","player_position","player_age","player_nationality","player_foot","player_market_value_euro","matches","minutes","goals_per90","assists_per90","xg_per90","xa_per90","shots_per90","shots_on_target_per90","completed_passes_total","completed_passes_percent","progressive_passes","tackles","blocks","interceptions","pressures","goals_against_per90","save_percent","clean_sheet_percent"
"Premier League","Manchester City","Ederson","Goalkeeper",28,"Brazil","left",50,36,3240,0,0.03,0,0.01,0,0,906,83.1,1,0,0,0,5,0.78,75,52.8
"Premier League","Manchester City","Zack Steffen","Goalkeeper",26,"United States","right",6,1,90,0,0,0,0,0,0,23,82.1,0,0,0,0,0,1,50,0
"Premier League","Manchester City","Scott Carson","Goalkeeper",36,"England","right",0.3,1,90,0,0,0,0,0,0,15,93.8,0,0,0,0,0,3,33.3,0
"Premier League","Manchester City","Rúben Dias","Centre-Back",24,"Portugal","right",75,32,2843,0.03,0,0.07,0,0.44,0.22,2499,93.5,116,31,45,22,181,0,0,0
"Premier League","Manchester City","Aymeric Laporte","Centre-Back",27,"Spain","left",45,16,1344,0,0,0.05,0.05,0.4,0.07,1160,92,72,13,18,8,81,0,0,0
"Premier League","Manchester City","Nathan Aké","Centre-Back",26,"Netherlands","left",32,10,797,0.11,0,0.01,0,0.34,0.11,702,93,36,15,6,6,73,0,0,0
"Premier League","Manchester City","John Stones","Centre-Back",27,"England","right",30,22,1933,0.19,0,0.1,0,0.7,0.23,1615,94.3,75,20,31,20,130,0,0,0
"Premier League","Manchester City","Oleksandr Zinchenko","Left-Back",25,"Ukraine","left",28,20,1478,0,0,0.04,0.08,0.97,0.24,1331,90.2,93,21,26,20,149,0,0,0
"Premier League","Manchester City","Benjamin Mendy","Left-Back",27,"France","left",10,13,953,0.19,0.09,0.04,0.04,0.57,0.19,532,81.7,49,15,24,6,125,0,0,0
"Premier League","Manchester City","João Cancelo","Right-Back",27,"Portugal","right",55,28,2299,0.08,0.12,0.08,0.19,1.37,0.43,1795,85.7,166,77,38,53,338,0,0,0
"Premier League","Manchester City","Kyle Walker","Right-Back",31,"England","right",28,24,1946,0.05,0.05,0.01,0.02,0.46,0.14,1695,89.4,107,37,29,15,236,0,0,0
"Premier League","Manchester City","Rodri","Defensive Midfield",25,"Spain","right",70,34,2748,0.07,0.07,0.08,0.06,1.02,0.23,2495,91.5,156,83,42,40,514,0,0,0
"Premier League","Manchester City","Fernandinho","Defensive Midfield",36,"Brazil","right",2,21,1188,0,0.15,0.06,0.07,1.14,0.23,878,87.7,96,31,15,26,223,0,0,0
"Premier League","Manchester City","Phil Foden","Central Midfield",21,"England","left",80,28,1616,0.5,0.28,0.31,0.23,2.51,1.11,687,82,60,26,15,12,307,0,0,0
"Premier League","Manchester City","Ilkay Gündogan","Central Midfield",31,"Germany","right",40,28,2029,0.58,0.09,0.4,0.2,2.31,0.93,1553,91,118,25,15,19,215,0,0,0
"Premier League","Manchester City","Kevin De Bruyne","Attacking Midfield",30,"Belgium","right",100,25,1997,0.27,0.54,0.44,0.46,3.56,1.13,1068,76,173,37,27,16,376,0,0,0
"Premier League","Manchester City","Bernardo Silva","Attacking Midfield",27,"Portugal","left",70,26,2065,0.09,0.26,0.12,0.16,1.22,0.57,1280,89.7,72,32,20,21,375,0,0,0
"Premier League","Manchester City","Jack Grealish","Left Winger",26,"England","right",100,26,2185,0.25,0.41,0.18,0.35,2.02,0.7,864,78.5,168,27,26,13,316,0,0,0
"Premier League","Manchester City","Raheem Sterling","Left Winger",27,"England","right",90,31,2536,0.35,0.25,0.43,0.17,2.38,0.99,962,85.4,62,20,17,14,288,0,0,0
"Premier League","Manchester City","Ferran Torres","Right Winger",21,"Spain","right",50,24,1306,0.48,0.14,0.37,0.13,2.48,0.96,360,81.4,34,15,17,7,217,0,0,0
"Premier League","Manchester City","Riyad Mahrez","Right Winger",30,"Algeria","left",42,27,1949,0.42,0.28,0.26,0.27,2.68,1.02,914,84.2,88,20,24,6,252,0,0,0
"Premier League","Manchester City","Gabriel Jesus","Centre-Forward",24,"Brazil","right",60,29,2063,0.39,0.17,0.38,0.15,2.36,0.7,638,84.6,31,23,19,19,331,0,0,0
"Premier League","Manchester United","Dean Henderson","Goalkeeper",24,"England","right",22,13,1125,0,0,0,0,0,0,236,75.2,0,0,0,0,4,0.96,76,33.3
"Premier League","Manchester United","David de Gea","Goalkeeper",31,"Spain","right",18,26,2295,0,0,0,0,0,0,458,77.1,0,0,0,0,0,1.25,67.1,34.6
"Premier League","Manchester United","Raphaël Varane","Centre-Back",28,"France","right",70,31,2715,0.07,0,0.07,0,0.56,0.13,1588,91.1,86,25,42,36,182,0,0,0
"Premier League","Manchester United","Harry Maguire","Centre-Back",28,"England","right",50,34,3047,0.06,0.03,0.06,0.01,1.06,0.27,1904,89,104,30,45,61,191,0,0,0
"Premier League","Manchester United","Victor Lindelöf","Centre-Back",27,"Sweden","right",24,29,2585,0.03,0.03,0.02,0.02,0.14,0.03,1640,91.1,92,26,40,32,192,0,0,0
"Premier League","Manchester United","Eric Bailly","Centre-Back",27,"Cote d'Ivoire","right",10,12,916,0,0,0.01,0,0.2,0,494,90.3,29,9,17,22,55,0,0,0
"Premier League","Manchester United","Luke Shaw","Left-Back",26,"England","left",42,32,2654,0.03,0.17,0.02,0.18,0.37,0.2,1645,81.6,154,61,62,29,363,0,0,0
"Premier League","Manchester United","Alex Telles","Left-Back",29,"Brazil","left",20,9,690,0,0.26,0.02,0.15,0.65,0.13,459,80.5,50,12,11,12,68,0,0,0
"Premier League","Manchester United","Aaron Wan-Bissaka","Right-Back",24,"England","right",40,34,3060,0.06,0.12,0.03,0.07,0.24,0.12,1775,86,125,97,113,66,434,0,0,0
"Premier League","Manchester United","Diogo Dalot","Right-Back",22,"Portugal","right",10,21,1090,0.08,0.08,0.06,0.1,0.83,0.41,463,75.8,42,37,26,18,180,0,0,0
"Premier League","Manchester United","Scott McTominay","Defensive Midfield",25,"Scotland","right",35,32,2129,0.17,0.04,0.09,0.04,1.1,0.3,1109,87.3,104,48,56,51,348,0,0,0
"Premier League","Manchester United","Nemanja Matic","Defensive Midfield",33,"Serbia","left",8,20,1106,0,0,0.02,0.03,0.49,0.24,882,90.5,79,24,30,18,175,0,0,0
"Premier League","Manchester United","Paul Pogba","Central Midfield",28,"France","both",60,26,1897,0.14,0.14,0.1,0.1,1.47,0.52,1112,82.8,111,37,22,25,299,0,0,0
"Premier League","Manchester United","Donny van de Beek","Central Midfield",24,"Netherlands","right",25,19,524,0.17,0.17,0.05,0.17,0.34,0.17,235,84.2,10,12,11,7,105,0,0,0
"Premier League","Manchester United","Fred","Central Midfield",28,"Brazil","left",22,30,2390,0.04,0,0.07,0.1,0.94,0.26,1555,88.2,149,88,62,47,639,0,0,0
"Premier League","Manchester United","Bruno Fernandes","Attacking Midfield",27,"Portugal","right",90,37,3099,0.52,0.35,0.45,0.32,3.19,1.16,1702,74.6,227,60,40,22,718,0,0,0
"Premier League","Manchester United","Jesse Lingard","Attacking Midfield",29,"England","right",22,16,1421,0.57,0.25,0.32,0.09,2.53,1.27,544,81.3,65,15,7,7,335,0,0,0
"Premier League","Manchester United","Juan Mata","Attacking Midfield",33,"Spain","left",4,9,509,0.18,0.35,0.19,0.15,0.71,0.53,247,84,19,2,2,2,65,0,0,0
"Premier League","Manchester United","Hannibal Mejbri","Attacking Midfield",18,"Tunisia","right",3,1,9,0,0,0,0,0,0,3,100,1,0,0,0,6,0,0,0
"Premier League","Manchester United","Jadon Sancho","Left Winger",21,"England","right",90,26,2062,0.35,0.48,0.32,0.3,2.23,0.65,1160,78.7,148,16,38,14,255,0,0,0
"Premier League","Manchester United","Marcus Rashford","Left Winger",24,"England","right",85,37,2920,0.34,0.28,0.29,0.11,2.43,1.11,995,80.6,96,16,24,10,345,0,0,0
"Premier League","Manchester United","Anthony Elanga","Left Winger",19,"Sweden","right",0.8,2,155,0.58,0,0.16,0.02,1.74,0.58,43,81.1,2,4,2,1,49,0,0,0
"Premier League","Manchester United","Mason Greenwood","Right Winger",20,"England","both",50,31,1822,0.35,0.1,0.37,0.09,3.31,1.14,608,83.1,42,19,7,9,263,0,0,0
"Premier League","Manchester United","Amad Diallo","Right Winger",19,"Cote d'Ivoire","left",18,4,180,0,0.27,0.11,0.4,3.485,0.27,63,87.2,7,1.5,1,1.5,25.5,0,0,0
"Premier League","Manchester United","Tahith Chong","Right Winger",22,"Netherlands","left",4,13,386,0,0.23,0.06,0.12,2.1,0.23,86,63.2,7,12,3,3,96,0,0,0
"Premier League","Manchester United","Shola Shoretire","Right Winger",17,"England","right",3,2,11,0,0,0,0,0,0,6,75,0,0,0,0,11,0,0,0
"Premier League","Manchester United","Cristiano Ronaldo","Centre-Forward",36,"Portugal","right",45,33,2802,0.93,0.06,0.85,0.09,5.2,1.93,853,78.5,81,9,15,8,225,0,0,0
"Premier League","Manchester United","Anthony Martial","Centre-Forward",26,"France","right",35,22,1480,0.24,0.18,0.4,0.12,2.61,1.28,404,82.8,43,1,22,4,148,0,0,0
"Premier League","Manchester United","Edinson Cavani","Centre-Forward",34,"Uruguay","right",6,26,1375,0.65,0.2,0.48,0.17,2.29,0.98,270,78.7,18,15,6,10,210,0,0,0
"Premier League","Chelsea FC","Edouard Mendy","Goalkeeper",29,"Senegal","right",30,32,2835,0,0,0,0.025,0,0,876,83.7,0,0,0,0,1.5,0.91,35.25,25.8
"Premier League","Chelsea FC","Kepa Arrizabalaga","Goalkeeper",27,"Spain","right",13,7,585,0,0,0,0,0,0,198,81.5,1,0,0,0,2,1.23,68.2,33.3
"Premier League","Chelsea FC","Antonio Rüdiger","Centre-Back",28,"Germany","right",35,19,1710,0.05,0,0.06,0.02,0.74,0.32,1339,90.8,52,30,21,15,166,0,0,0
"Premier League","Chelsea FC","Andreas Christensen","Centre-Back",25,"Denmark","right",35,17,1371,0,0,0.01,0.02,0.2,0,1011,92.8,46,20,26,26,103,0,0,0
"Premier League","Chelsea FC","Trevoh Chalobah","Centre-Back",22,"England","right",10,29,2237,0.08,0.08,0.08,0.04,0.56,0.12,1035,86.1,62,50,28,63,229,0,0,0
"Premier League","Chelsea FC","Thiago Silva","Centre-Back",37,"Brazil","right",3,23,1935,0.09,0,0.05,0.02,0.6,0.19,1749,93.5,78,23,26,28,102,0,0,0
"Premier League","Chelsea FC","Ben Chilwell","Left-Back",24,"England","left",38,27,2286,0.12,0.2,0.1,0.11,1.06,0.39,1419,78.6,127,46,65,29,323,0,0,0
"Premier League","Chelsea FC","Marcos Alonso","Left-Back",30,"Spain","left",15,13,960,0.19,0,0.16,0.11,2.06,0.84,483,81.6,49,13,22,11,140,0,0,0
"Premier League","Chelsea FC","Reece James","Right-Back",22,"England","right",45,32,2373,0.04,0.08,0.06,0.12,1.37,0.46,1688,85,111,64,58,41,360,0,0,0
"Premier League","Chelsea FC","César Azpilicueta","Right-Back",32,"Spain","right",13,26,2188,0.04,0.08,0.03,0.11,0.45,0.16,1763,87.5,116,52,37,37,346,0,0,0
"Premier League","Chelsea FC","N'Golo Kanté","Defensive Midfield",30,"France","right",55,30,2146,0,0.08,0.04,0.05,0.42,0.13,1302,86.6,101,87,62,62,478,0,0,0
"Premier League","Chelsea FC","Jorginho","Defensive Midfield",30,"Italy","right",45,28,2010,0.31,0.04,0.31,0.09,0.27,0,1558,89.5,115,59,42,51,467,0,0,0
"Premier League","Chelsea FC","Mateo Kovacic","Central Midfield",27,"Croatia","right",45,27,1815,0,0.05,0.05,0.09,1.14,0.2,1580,91,165,55,15,22,334,0,0,0
"Premier League","Chelsea FC","Saúl Ñíguez","Central Midfield",27,"Spain","left",40,33,2033,0.09,0.04,0.12,0.09,1.46,0.44,995,83.7,73,72,44,22,431,0,0,0
"Premier League","Chelsea FC","Ruben Loftus-Cheek","Central Midfield",25,"England","right",18,31,1969,0.025,0,0.075,0.035,0.87,0.19,606,75.95,72,16,12.5,12,175.5,0,0,0
"Premier League","Chelsea FC","Ross Barkley","Central Midfield",28,"England","right",17,26,1573,0.09,0.03,0.125,0.185,2.185,1.395,641,82.8,78,3,9.5,2.5,125,0,0,0
"Premier League","Chelsea FC","Mason Mount","Attacking Midfield",22,"England","right",75,36,2890,0.19,0.16,0.21,0.24,2.55,0.81,1548,82.3,182,75,47,36,685,0,0,0
"Premier League","Chelsea FC","Kai Havertz","Attacking Midfield",22,"Germany","left",70,27,1520,0.24,0.18,0.37,0.09,2.07,0.89,659,86.1,42,19,27,11,261,0,0,0
"Premier League","Chelsea FC","Hakim Ziyech","Attacking Midfield",28,"Morocco","left",38,23,1172,0.15,0.23,0.15,0.28,2.69,0.92,548,74.7,70,10,14,10,223,0,0,0
"Premier League","Chelsea FC","Christian Pulisic","Right Winger",23,"United States","right",50,27,1738,0.21,0.1,0.28,0.14,2.23,0.83,552,80,66,25,31,9,336,0,0,0
"Premier League","Chelsea FC","Callum Hudson-Odoi","Right Winger",21,"England","right",32,23,1059,0.17,0.25,0.12,0.26,1.95,0.51,542,82.2,55,24,18,10,160,0,0,0
"Premier League","Chelsea FC","Romelu Lukaku","Centre-Forward",28,"Belgium","left",100,36,2884,0.75,0.34,0.71,0.24,2.78,1.31,555,72.5,69,11,19,3,291,0,0,0
"Premier League","Chelsea FC","Timo Werner","Centre-Forward",25,"Germany","right",55,35,2602,0.21,0.28,0.41,0.21,2.77,1.07,638,77.2,56,28,24,6,380,0,0,0
"Premier League","Liverpool FC","Alisson","Goalkeeper",29,"Brazil","right",60,33,2970,0.03,0,0,0,0.03,0.03,968,85.1,1,0,0,0,5,0.97,74.8,30.3
"Premier League","Liverpool FC","Caoimhin Kelleher","Goalkeeper",23,"Ireland","right",2.5,2,180,0,0,0,0,0,0,51,82.3,0,0,0,0,0,0.5,85.7,50
"Premier League","Liverpool FC","Loris Karius","Goalkeeper",28,"Germany","right",2,4,292,0,0,0,0,0,0,58,61.1,0,0,0,0,0,0.31,80,66.7
"Premier League","Liverpool FC","Adrián","Goalkeeper",34,"Spain","right",1,3,270,0,0,0,0,0,0,76,76.8,0,0,0,0,1,3,52.6,33.3
"Premier League","Liverpool FC","Virgil van Dijk","Centre-Back",30,"Netherlands","right",55,5,370,0.24,0,0.08,0,0.97,0.49,296,90,20,3,3,0,14,0,0,0
"Premier League","Liverpool FC","Ibrahima Konaté","Centre-Back",22,"France","right",35,14,695,0.13,0,0.06,0,0.65,0.26,472,86.4,22,10,10,10,56,0,0,0
"Premier League","Liverpool FC","Joe Gomez","Centre-Back",24,"England","right",30,7,590,0,0,0,0,0,0,481,90.2,38,5,7,5,39,0,0,0
"Premier League","Liverpool FC","Joel Matip","Centre-Back",30,"Cameroon","right",18,10,691,0.13,0.26,0.08,0.14,0.65,0.26,466,88.4,15,15,7,4,58,0,0,0
"Premier League","Liverpool FC","Nathaniel Phillips","Centre-Back",24,"England","right",8,17,1456,0.06,0.06,0.07,0.02,0.8,0.06,923,87.2,60,18,23,29,193,0,0,0
"Premier League","Liverpool FC","Andrew Robertson","Left-Back",27,"Scotland","left",65,38,3383,0.03,0.19,0.04,0.18,0.51,0.13,2567,79.9,265,53,62,34,353,0,0,0
"Premier League","Liverpool FC","Konstantinos Tsimikas","Left-Back",25,"Greece","left",10,2,7,0,0,0,0,0,0,6,75,0,0,0,0,4,0,0,0
"Premier League","Liverpool FC","Trent Alexander-Arnold","Right-Back",23,"England","right",75,36,3031,0.06,0.21,0.08,0.24,1.66,0.33,2216,75.3,278,58,44,49,328,0,0,0
"Premier League","Liverpool FC","Neco Williams","Right-Back",20,"Wales","right",8,6,249,0,0,0.03,0.1,0.72,0,156,73.2,17,6,8,5,45,0,0,0
"Premier League","Liverpool FC","Fabinho","Defensive Midfield",28,"Brazil","right",60,30,2567,0,0,0.02,0.01,0.35,0.04,1867,91.1,102,72,41,49,351,0,0,0
"Premier League","Liverpool FC","Naby Keïta","Central Midfield",26,"Guinea","right",32,10,520,0,0,0.09,0.14,1.56,0.35,311,87.4,32,7,11,12,144,0,0,0
"Premier League","Liverpool FC","Curtis Jones","Central Midfield",20,"England","right",30,24,1179,0.08,0.15,0.11,0.12,1.45,0.61,890,91.2,66,21,18,17,234,0,0,0
"Premier League","Liverpool FC","Thiago","Central Midfield",30,"Spain","right",25,24,1854,0.05,0,0.07,0.11,1.07,0.24,1498,89.5,184,68,28,42,462,0,0,0
"Premier League","Liverpool FC","Jordan Henderson","Central Midfield",31,"England","right",20,21,1704,0.05,0.05,0.09,0.07,0.74,0.21,1572,86.8,145,19,28,30,185,0,0,0
"Premier League","Liverpool FC","Alex Oxlade-Chamberlain","Central Midfield",28,"England","right",18,13,253,0.36,0.36,0.13,0.08,2.85,1.07,104,75.4,15,2,3,1,49,0,0,0
"Premier League","Liverpool FC","James Milner","Central Midfield",35,"England","right",3,26,1070,0,0.08,0.04,0.1,1.01,0.25,776,84.9,89,26,39,16,209,0,0,0
"Premier League","Liverpool FC","Sadio Mané","Left Winger",29,"Senegal","right",85,35,2810,0.35,0.22,0.49,0.18,2.98,1.12,802,75.4,105,42,39,15,467,0,0,0
"Premier League","Liverpool FC","Diogo Jota","Left Winger",25,"Portugal","right",45,19,1112,0.73,0,0.53,0.13,3.72,2.1,327,72.5,46,14,12,8,296,0,0,0
"Premier League","Liverpool FC","Takumi Minamino","Left Winger",26,"Japan","right",12,19,1004,0.28,0,0.175,0.035,1.9,0.715,297,76.15,21,4.5,5,4,114,0,0,0
"Premier League","Liverpool FC","Mohamed Salah","Right Winger",29,"Egypt","left",100,37,3078,0.64,0.15,0.61,0.18,3.51,1.35,1071,83.2,137,26,14,9,553,0,0,0
"Premier League","Liverpool FC","Roberto Firmino","Centre-Forward",30,"Brazil","right",40,36,2838,0.29,0.22,0.4,0.2,2.63,1.01,1043,79.7,134,35,58,10,596,0,0,0
"Premier League","Liverpool FC","Divock Origi","Centre-Forward",26,"Belgium","right",12,9,186,0,0,0.47,0.11,3.39,0.97,46,76.7,1,5,4,1,44,0,0,0
"Premier League","Tottenham Hotspur","Pierluigi Gollini","Goalkeeper",26,"Italy","right",15,25,2156,0,0,0,0,0,0,504,75.4,1,0,1,1,4,1.09,63.9,36
"Premier League","Tottenham Hotspur","Hugo Lloris","Goalkeeper",34,"France","left",9,38,3420,0,0,0,0,0,0,763,71.5,0,0,0,0,2,1.18,75.7,31.6
"Premier League","Tottenham Hotspur","Cristian Romero","Centre-Back",23,"Argentina","right",35,31,2545,0.07,0.07,0.06,0.04,0.5,0.25,1128,90.5,68,75,52,81,486,0,0,0
"Premier League","Tottenham Hotspur","Davinson Sánchez","Centre-Back",25,"Colombia","right",32,18,1486,0,0,0.07,0,0.36,0,849,86.9,29,40,19,14,155,0,0,0
"Premier League","Tottenham Hotspur","Eric Dier","Centre-Back",27,"England","right",22,28,2520,0,0,0.03,0,0.5,0.07,1400,84.6,62,24,50,23,166,0,0,0
"Premier League","Tottenham Hotspur","Japhet Tanganga","Centre-Back",22,"England","right",15,6,487,0,0,0.04,0,0.37,0,193,84.3,12,4,9,2,76,0,0,0
"Premier League","Tottenham Hotspur","Joe Rodon","Centre-Back",24,"Wales","right",10,12,733,0,0,0,0,0,0,365,88.8,10,15,15,13,78,0,0,0
"Premier League","Tottenham Hotspur","Sergio Reguilón","Left-Back",25,"Spain","left",25,27,2244,0,0.12,0.06,0.07,0.84,0.16,1076,77.2,82,51,53,35,388,0,0,0
"Premier League","Tottenham Hotspur","Ben Davies","Left-Back",28,"Wales","left",16,20,1346,0,0.07,0.01,0.04,0.2,0,610,77.9,43,26,24,13,184,0,0,0
"Premier League","Tottenham Hotspur","Emerson Royal","Right-Back",22,"Brazil","right",25,34,2991,0.03,0.12,0.04,0.07,0.33,0.06,1565,81.2,112,96,63,67,535,0,0,0
"Premier League","Tottenham Hotspur","Matt Doherty","Right-Back",29,"Ireland","right",16,17,1240,0,0.15,0.03,0.06,0.22,0.07,666,80.6,43,23,41,18,186,0,0,0
"Premier League","Tottenham Hotspur","Harry Winks","Defensive Midfield",25,"England","right",20,15,861,0,0,0.01,0.03,0.42,0.1,554,84.2,54,24,12,16,161,0,0,0
"Premier League","Tottenham Hotspur","Tanguy Ndombélé","Central Midfield",24,"France","right",45,33,2091,0.13,0.09,0.06,0.1,0.77,0.3,994,85.3,101,49,35,30,454,0,0,0
"Premier League","Tottenham Hotspur","Pierre-Emile Höjbjerg","Central Midfield",26,"Denmark","right",40,38,3420,0.05,0.11,0.03,0.05,0.37,0.18,2389,88.9,193,119,59,49,807,0,0,0
"Premier League","Tottenham Hotspur","Giovani Lo Celso","Central Midfield",25,"Argentina","left",22,18,945,0.1,0.1,0.11,0.12,1.43,0.48,465,78.9,58,33,11,8,290,0,0,0
"Premier League","Tottenham Hotspur","Ryan Sessegnon","Left Midfield",21,"England","left",18,23,1574,0.11,0.17,0.03,0.1,0.29,0.11,727,77.8,72,47,45,20,316,0,0,0
"Premier League","Tottenham Hotspur","Dele Alli","Attacking Midfield",25,"England","right",30,15,620,0,0.15,0.19,0.13,1.74,0.58,270,80.1,27,20,13,10,218,0,0,0
"Premier League","Tottenham Hotspur","Heung-min Son","Left Winger",29,"Korea, South","both",85,37,3114,0.49,0.29,0.3,0.26,1.97,1.01,920,76.7,64,29,34,23,617,0,0,0
"Premier League","Tottenham Hotspur","Bryan Gil","Left Winger",20,"Spain","left",30,29,2278,0.08,0.06,0.08,0.105,0.795,0.3,700,69.85,88,18.5,16,7.5,211.5,0,0,0
"Premier League","Tottenham Hotspur","Steven Bergwijn","Left Winger",24,"Netherlands","right",22,21,1208,0.07,0.22,0.18,0.09,1.12,0.37,347,81.1,18,16,10,12,241,0,0,0
"Premier League","Tottenham Hotspur","Lucas Moura","Right Winger",29,"Brazil","right",25,30,1411,0.19,0.26,0.14,0.14,1.15,0.38,448,74.7,47,34,18,20,269,0,0,0
"Premier League","Tottenham Hotspur","Harry Kane","Centre-Forward",28,"England","right",120,35,3082,0.67,0.41,0.6,0.22,3.91,1.37,657,70.1,125,18,30,15,391,0,0,0
"Premier League","Arsenal FC","Aaron Ramsdale","Goalkeeper",23,"England","right",20,38,3420,0,0,0,0,0,0,560,49.1,0,0,0,0,8,1.66,70.7,13.2
"Premier League","Arsenal FC","Bernd Leno","Goalkeeper",29,"Germany","right",18,35,3131,0,0,0,0,0,0,922,79.8,2,0,1,0,3,1.06,69.2,31.4
"Premier League","Arsenal FC","Ben White","Centre-Back",24,"England","right",40,36,3191,0,0,0.02,0.02,0.28,0,1470,83.2,116,56,69,45,409,0,0,0
"Premier League","Arsenal FC","Gabriel","Centre-Back",24,"Brazil","left",25,23,1996,0.09,0,0.05,0,0.72,0.18,1283,86,53,28,41,23,151,0,0,0
"Premier League","Arsenal FC","Rob Holding","Centre-Back",26,"England","right",18,30,2558,0,0.04,0.04,0.01,0.49,0.07,1578,89.3,101,39,54,23,296,0,0,0
"Premier League","Arsenal FC","Pablo Marí","Centre-Back",28,"Spain","left",5,10,900,0,0,0,0,0.2,0,537,90.7,19,14,13,5,68,0,0,0
"Premier League","Arsenal FC","Kieran Tierney","Left-Back",24,"Scotland","left",32,27,2299,0.04,0.12,0.02,0.16,0.59,0.12,1136,76.2,98,29,50,20,197,0,0,0
"Premier League","Arsenal FC","Sead Kolasinac","Left-Back",28,"Bosnia-Herzegovina","left",3.5,18,1516,0.03,0.03,0.01,0.05,0.19,0.03,641,81.9,48,12,9.5,18,93.5,0,0,0
"Premier League","Arsenal FC","Takehiro Tomiyasu","Right-Back",23,"Japan","right",20,31,2715,0.07,0,0.04,0.02,0.53,0.13,1380,83.8,126,43,59,51,346,0,0,0
"Premier League","Arsenal FC","Calum Chambers","Right-Back",26,"England","right",12,10,753,0,0.24,0.07,0.14,0.96,0,462,80.3,23,9,16,14,95,0,0,0
"Premier League","Arsenal FC","Cédric Soares","Right-Back",30,"Portugal","right",6,10,746,0,0.12,0.03,0.11,0.84,0.24,351,75.8,27,16,14,8,116,0,0,0
"Premier League","Arsenal FC","Thomas Partey","Defensive Midfield",28,"Ghana","right",40,27,1734,0,0.06,0.065,0.03,1.89,0.115,1162,88,142,28.5,16.5,14,163,0,0,0
"Premier League","Arsenal FC","Granit Xhaka","Defensive Midfield",29,"Switzerland","left",22,31,2522,0.04,0.07,0.03,0.06,0.75,0.21,1945,89.9,213,58,33,25,346,0,0,0
"Premier League","Arsenal FC","Mohamed Elneny","Defensive Midfield",29,"Egypt","right",10,23,1544,0.06,0,0.03,0.01,0.52,0.12,937,93.4,60,16,18,20,197,0,0,0
"Premier League","Arsenal FC","Ainsley Maitland-Niles","Right Midfield",24,"England","right",16,26,1720,0,0,0.035,0.045,0.55,0.2,533,77.55,48,18.5,16,19,220,0,0,0
"Premier League","Arsenal FC","Bukayo Saka","Left Midfield",20,"England","left",65,32,2553,0.18,0.11,0.24,0.17,2.15,0.74,865,74.9,64,34,40,27,394,0,0,0
"Premier League","Arsenal FC","Martin Ødegaard","Attacking Midfield",23,"Norway","left",40,21,1100,0.05,0.105,0.075,0.185,1.355,0.155,597,85.2,57,4,2,3,108,0,0,0
"Premier League","Arsenal FC","Emile Smith Rowe","Attacking Midfield",21,"England","right",28,20,1440,0.12,0.25,0.13,0.18,0.81,0.25,635,87.7,42,14,17,14,241,0,0,0
"Premier League","Arsenal FC","Gabriel Martinelli","Left Winger",20,"Brazil","right",22,14,589,0.31,0.15,0.53,0.32,3.06,1.22,126,79.2,8,6,10,8,136,0,0,0
"Premier League","Arsenal FC","Nicolas Pépé","Right Winger",26,"Cote d'Ivoire","left",35,29,1616,0.56,0.06,0.39,0.05,2.67,1.11,510,75.7,40,20,25,18,234,0,0,0
"Premier League","Arsenal FC","Pierre-Emerick Aubameyang","Centre-Forward",32,"Gabon","right",25,29,2332,0.39,0.12,0.41,0.11,2.16,0.73,518,75,50,17,26,6,344,0,0,0
"Premier League","Arsenal FC","Alexandre Lacazette","Centre-Forward",30,"France","right",22,31,1923,0.61,0.09,0.46,0.13,2.01,1.17,410,78.2,46,25,17,14,329,0,0,0
"Premier League","Arsenal FC","Eddie Nketiah","Centre-Forward",22,"England","right",12,17,423,0.43,0.21,0.52,0.18,2.55,1.06,73,82,3,4,7,1,109,0,0,0
"Premier League","Leicester City","Kasper Schmeichel","Goalkeeper",35,"Denmark","right",6,38,3420,0,0,0,0,0,0,885,72.7,0,0,0,0,5,1.32,65.7,28.9
"Premier League","Leicester City","Caglar Söyüncü","Centre-Back",25,"Turkey","right",45,23,1819,0.05,0,0.03,0.01,0.45,0.15,1202,89,72,31,22,27,166,0,0,0
"Premier League","Leicester City","Wesley Fofana","Centre-Back",21,"France","right",40,32,2577,0,0,0.05,0.005,0.505,0.04,1622,84.3,89,34.5,27.5,27.5,137.5,0,0,0
"Premier League","Leicester City","Jannik Vestergaard","Centre-Back",29,"Denmark","both",18,30,2574,0.1,0,0.07,0.02,0.73,0.28,1444,84.3,73,61,38,37,215,0,0,0
"Premier League","Leicester City","Jonny Evans","Centre-Back",33,"Northern Ireland","both",7,28,2473,0.07,0.07,0.06,0.01,0.29,0.11,1544,87.5,63,21,27,41,168,0,0,0
"Premier League","Leicester City","Daniel Amartey","Centre-Back",26,"Ghana","right",5,12,722,0.12,0,0.05,0,0.37,0.12,400,85.8,25,12,19,12,62,0,0,0
"Premier League","Leicester City","Ryan Bertrand","Left-Back",32,"England","left",8,29,2598,0,0.03,0.02,0.04,0.28,0.1,1181,76.8,97,71,47,31,317,0,0,0
"Premier League","Leicester City","Luke Thomas","Left-Back",20,"England","left",8,14,969,0.09,0,0.03,0.02,0.74,0.28,359,74.2,28,23,28,16,194,0,0,0
"Premier League","Leicester City","Ricardo Pereira","Right-Back",28,"Portugal","right",30,15,959,0,0.09,0.04,0.05,0.66,0.38,411,78.3,44,37,28,16,201,0,0,0
