"comp_name","squad","player_name","player_position","player_age","player_nationality","player_foot","player_market_value_euro","matches","minutes","goals_per90","assists_per90","xg_per90","xa_per90","shots_per90","shots_on_target_per90","completed_passes_total","completed_passes_percent","progressive_passes","tackles","blocks","interceptions","pressures","goals_against_per90","save_percent","clean_sheet_percent"
"LaLiga","Sevilla FC","Papu Gómez","Second Striker",33,"Argentina","right",9,28,1580,0.42,0.185,0.21,0.15,2.845,1.3,869,84.75,91,9,10.5,11,119.5,0,0,0
"LaLiga","Sevilla FC","Youssef En-Nesyri","Centre-Forward",24,"Morocco","left",40,38,2311,0.7,0,0.58,0.05,3,1.05,281,68.9,10,25,18,8,396,0,0,0
"LaLiga","Sevilla FC","Rafa Mir","Centre-Forward",24,"Spain","right",16,38,2877,0.41,0.03,0.43,0.06,3.57,1.38,280,59.3,33,15,25,11,432,0,0,0
"LaLiga","Sevilla FC","Munir El Haddadi","Centre-Forward",26,"Morocco","left",10,24,845,0.43,0.21,0.37,0.17,3.41,1.38,272,78.8,24,11,8,3,160,0,0,0
"LaLiga","Real Sociedad","Álex Remiro","Goalkeeper",26,"Spain","right",20,38,3420,0,0,0,0,0,0,855,71.1,1,0,1,0,3,1,65,36.8
"LaLiga","Real Sociedad","Mathew Ryan","Goalkeeper",29,"Australia","right",6,14,1260,0,0,0,0,0,0,376,85.6,0,0,0,0,1,1.2,69.45,25.75
"LaLiga","Real Sociedad","Robin Le Normand","Centre-Back",25,"France","right",25,33,2747,0,0.03,0.07,0,0.56,0.03,1435,87.7,74,40,43,34,250,0,0,0
"LaLiga","Real Sociedad","Igor Zubeldia","Centre-Back",24,"Spain","right",20,24,1959,0.05,0.05,0.05,0.03,0.41,0.14,1050,88.8,56,30,34,24,183,0,0,0
"LaLiga","Real Sociedad","Aritz Elustondo","Centre-Back",27,"Spain","right",18,23,1884,0.05,0,0.01,0.01,0.24,0.05,1057,87.4,88,31,18,8,152,0,0,0
"LaLiga","Real Sociedad","Jon Pacheco","Centre-Back",20,"Spain","left",0.2,1,32,0,0,0.05,0,2.81,0,47,92.2,4,0,0,1,3,0,0,0
"LaLiga","Real Sociedad","Aihen Muñoz","Left-Back",24,"Spain","left",6,16,1210,0,0.07,0.02,0.05,0.3,0.07,510,68.2,40,24,20,8,158,0,0,0
"LaLiga","Real Sociedad","Nacho Monreal","Left-Back",35,"Spain","left",1.5,26,2082,0.04,0.04,0.03,0.05,0.48,0.04,981,80.9,60,31,34,32,232,0,0,0
"LaLiga","Real Sociedad","Andoni Gorosabel","Right-Back",25,"Spain","right",10,32,2382,0,0.04,0.02,0.09,0.34,0.08,1156,80.7,102,70,33,26,356,0,0,0
"LaLiga","Real Sociedad","Joseba Zaldua","Right-Back",29,"Spain","right",5,12,639,0,0,0.01,0.11,0.28,0.14,309,79.4,14,16,9,6,96,0,0,0
"LaLiga","Real Sociedad","Martín Zubimendi","Defensive Midfield",22,"Spain","right",20,31,1882,0,0,0.03,0.03,0.33,0.05,982,89.3,96,33,33,32,314,0,0,0
"LaLiga","Real Sociedad","Asier Illarramendi","Defensive Midfield",31,"Spain","right",6,6,337,0,0,0,0.01,0,0,238,91.2,25,4,6,5,37,0,0,0
"LaLiga","Real Sociedad","Mikel Merino","Central Midfield",25,"Spain","left",40,26,2154,0.08,0.17,0.16,0.09,1.38,0.33,922,76.2,140,58,48,32,454,0,0,0
"LaLiga","Real Sociedad","Ander Guevara","Central Midfield",24,"Spain","right",7.5,31,2081,0.04,0.04,0.02,0.03,0.39,0.09,1166,83.4,106,45,32,23,391,0,0,0
"LaLiga","Real Sociedad","Jon Guridi","Central Midfield",26,"Spain","left",1.8,17,831,0,0.11,0.08,0.08,0.87,0.22,292,82.3,24,19,10,9,159,0,0,0
"LaLiga","Real Sociedad","David Silva","Attacking Midfield",35,"Spain","left",5,21,1399,0.13,0.32,0.19,0.25,1.29,0.19,728,83.5,102,19,19,19,218,0,0,0
"LaLiga","Real Sociedad","Robert Navarro","Attacking Midfield",19,"Spain","right",3,1,35,0,0,0,0.07,0,0,17,77.3,3,2,1,0,19,0,0,0
"LaLiga","Real Sociedad","Mikel Oyarzabal","Left Winger",24,"Spain","left",70,33,2408,0.41,0.3,0.41,0.22,2.17,0.82,695,70.1,81,28,38,18,388,0,0,0
"LaLiga","Real Sociedad","Ander Barrenetxea","Left Winger",19,"Spain","right",15,31,1307,0.21,0,0.12,0.14,1.58,0.48,294,71.5,28,32,28,12,344,0,0,0
"LaLiga","Real Sociedad","Portu","Right Winger",29,"Spain","right",20,37,2184,0.33,0.12,0.23,0.21,1.32,0.49,398,68.2,37,18,24,14,389,0,0,0
"LaLiga","Real Sociedad","Adnan Januzaj","Right Winger",26,"Belgium","left",12,27,1014,0.36,0.44,0.45,0.39,2.57,0.8,409,71.4,67,12,9,5,107,0,0,0
"LaLiga","Real Sociedad","Alexander Isak","Centre-Forward",22,"Sweden","right",40,34,2340,0.65,0.08,0.6,0.09,3,1.5,329,72.5,35,14,14,5,290,0,0,0
"LaLiga","Real Sociedad","Alexander Sörloth","Centre-Forward",26,"Norway","left",16,29,1443,0.31,0.19,0.4,0.14,2.99,1.06,361,75.2,35,11,18,5,315,0,0,0
"LaLiga","Real Sociedad","Carlos Fernández","Centre-Forward",25,"Spain","left",9,16,533,0.115,0.23,0.175,0.105,1.44,0.775,107,69.95,14,1.5,5.5,2,64,0,0,0
"LaLiga","Villarreal CF","Sergio Asenjo","Goalkeeper",32,"Spain","right",9,36,3240,0,0,0,0,0,0,1033,79,0,0,0,0,2,1.14,70.2,27.8
"LaLiga","Villarreal CF","Gerónimo Rulli","Goalkeeper",29,"Argentina","right",4,2,180,0,0,0,0,0,0,77,80.2,0,0,0,0,0,2,50,0
"LaLiga","Villarreal CF","Pau Torres","Centre-Back",24,"Spain","left",50,33,2970,0.06,0.06,0.04,0.03,0.24,0.09,1822,89.2,138,17,49,30,155,0,0,0
"LaLiga","Villarreal CF","Juan Foyth","Centre-Back",23,"Argentina","right",15,16,1168,0,0,0.01,0.02,0.08,0,650,88.6,56,42,35,19,198,0,0,0
"LaLiga","Villarreal CF","Aïssa Mandi","Centre-Back",30,"Algeria","right",8,28,2392,0.11,0.04,0.09,0.01,0.34,0.26,1378,92.1,55,30,34,33,163,0,0,0
"LaLiga","Villarreal CF","Raúl Albiol","Centre-Back",36,"Spain","right",2.5,35,3115,0,0,0.02,0.03,0.23,0.03,1795,89.4,111,29,47,23,200,0,0,0
"LaLiga","Villarreal CF","Alfonso Pedraza","Left-Back",25,"Spain","left",20,29,2093,0.04,0.09,0.08,0.2,0.95,0.34,963,79.5,65,41,66,28,290,0,0,0
"LaLiga","Villarreal CF","Pervis Estupiñán","Left-Back",23,"Ecuador","left",15,25,1168,0,0,0.04,0.1,0.85,0.39,523,78.4,32,37,21,29,175,0,0,0
"LaLiga","Villarreal CF","Alberto Moreno","Left-Back",29,"Spain","left",2.5,5,193,0,0,0.12,0,1.87,0,84,84,3,5,5,1,29,0,0,0
"LaLiga","Villarreal CF","Serge Aurier","Right-Back",28,"Cote d'Ivoire","right",15,19,1605,0.11,0.17,0.08,0.11,0.79,0.34,769,80.6,61,73,43,24,384,0,0,0
"LaLiga","Villarreal CF","Mario Gaspar","Right-Back",31,"Spain","right",5,24,1851,0,0.1,0.04,0.08,0.73,0.19,935,84.5,61,51,43,26,293,0,0,0
"LaLiga","Villarreal CF","Rubén Peña","Right-Back",30,"Spain","right",4,19,1116,0.08,0.08,0.04,0.04,0.48,0.16,454,76.6,34,25,26,15,199,0,0,0
"LaLiga","Villarreal CF","Francis Coquelin","Defensive Midfield",30,"France","right",5,22,736,0,0,0.03,0.06,0.49,0,461,88,22,21,12,17,127,0,0,0
"LaLiga","Villarreal CF","Étienne Capoue","Defensive Midfield",33,"France","right",2,16,1185,0.08,0,0.04,0.01,0.61,0.23,680,90.9,52,20,16,21,224,0,0,0
"LaLiga","Villarreal CF","Manu Trigueros","Central Midfield",30,"Spain","right",12,35,2527,0.04,0.21,0.1,0.18,1.07,0.28,1397,86,142,59,38,15,594,0,0,0
"LaLiga","Villarreal CF","Dani Parejo","Central Midfield",32,"Spain","right",9,36,3112,0.09,0.14,0.04,0.16,0.75,0.26,2435,88.4,258,73,56,34,673,0,0,0
"LaLiga","Villarreal CF","Vicente Iborra","Central Midfield",33,"Spain","right",3,13,928,0,0,0.02,0.02,0.29,0,545,90.2,28,18,19,5,126,0,0,0
"LaLiga","Villarreal CF","Moi Gómez","Left Winger",27,"Spain","right",8,35,2563,0.14,0,0.15,0.09,0.84,0.35,1086,81.7,96,24,33,21,372,0,0,0
"LaLiga","Villarreal CF","Samuel Chukwueze","Right Winger",22,"Nigeria","left",20,28,1365,0.26,0.13,0.23,0.17,2.04,0.66,397,74.6,47,16,13,7,183,0,0,0
"LaLiga","Villarreal CF","Dani Raba","Right Winger",26,"Spain","left",0.9,5,150,0,0,0.21,0.04,3.6,0.6,65,80.2,9,3,3,2,36,0,0,0
"LaLiga","Villarreal CF","Gerard Moreno","Centre-Forward",29,"Spain","left",40,33,2673,0.77,0.24,0.64,0.25,2.9,1.18,771,68.7,110,19,27,15,327,0,0,0
"LaLiga","Villarreal CF","Paco Alcácer","Centre-Forward",28,"Spain","right",15,27,1544,0.35,0.23,0.48,0.19,2.1,1.05,202,73.5,9,5,11,7,167,0,0,0
"LaLiga","Villarreal CF","Boulaye Dia","Centre-Forward",25,"Senegal","right",14,36,2930,0.43,0.03,0.4,0.05,1.78,0.68,501,80.5,29,28,18,16,413,0,0,0
"LaLiga","Valencia CF","Jasper Cillessen","Goalkeeper",32,"Netherlands","right",5,10,900,0,0,0,0,0,0,188,59.3,0,0,0,0,0,1.1,77.8,30
"LaLiga","Valencia CF","Jaume Doménech","Goalkeeper",31,"Spain","right",2.5,28,2520,0,0,0,0,0,0,623,69.5,1,0,1,0,4,1.5,69.4,14.3
"LaLiga","Valencia CF","Gabriel Paulista","Centre-Back",31,"Brazil","right",15,31,2716,0.13,0.03,0.03,0,0.46,0.2,1339,88.9,96,18,46,53,132,0,0,0
"LaLiga","Valencia CF","Mouctar Diakhaby","Centre-Back",25,"France","right",7.5,26,2079,0.04,0,0.05,0,0.48,0.17,844,86,37,21,51,10,157,0,0,0
"LaLiga","Valencia CF","Omar Alderete","Centre-Back",24,"Paraguay","left",6,17,1299,0,0,0.03,0.01,0.48,0.14,717,81.7,62,21,23,14,138,0,0,0
"LaLiga","Valencia CF","José Gayà","Left-Back",26,"Spain","left",35,33,2846,0.03,0.22,0.06,0.15,0.7,0.16,1184,78.2,100,59,37,35,364,0,0,0
"LaLiga","Valencia CF","Toni Lato","Left-Back",24,"Spain","left",2.5,15,728,0.12,0,0.12,0.04,0.25,0.25,287,77.2,22,10,27,11,134,0,0,0
"LaLiga","Valencia CF","Thierry Correia","Right-Back",22,"Portugal","right",9,29,2137,0.04,0.04,0.04,0.06,0.34,0.08,919,75.9,57,59,42,36,355,0,0,0
"LaLiga","Valencia CF","Dimitri Foulquier","Right-Back",28,"Guadeloupe","right",2.5,32,2663,0,0.14,0.01,0.06,0.24,0.14,833,76.2,80,44,50,32,330,0,0,0
"LaLiga","Valencia CF","Cristiano Piccini","Right-Back",29,"Italy","right",1.5,4,126,0,0,0.06,0,1.435,0,37,76,1,0.5,0,1,10,0,0,0
"LaLiga","Valencia CF","Hugo Guillamón","Defensive Midfield",21,"Spain","right",10,25,1988,0.05,0,0.02,0,0.36,0.05,1025,89.2,77,24,33,23,159,0,0,0
"LaLiga","Valencia CF","Uros Racic","Defensive Midfield",23,"Serbia","both",10,31,2187,0.04,0.04,0.06,0.02,1.44,0.41,867,80.4,84,38,41,20,367,0,0,0
"LaLiga","Valencia CF","Carlos Soler","Central Midfield",24,"Spain","right",40,32,2735,0.36,0.26,0.31,0.15,0.95,0.3,1286,81.5,126,38,46,21,387,0,0,0
"LaLiga","Valencia CF","Daniel Wass","Central Midfield",32,"Denmark","right",7,35,2979,0.12,0.03,0.1,0.07,1.12,0.3,1267,77.2,140,54,59,29,346,0,0,0
"LaLiga","Valencia CF","Koba Koindredi","Central Midfield",20,"Neukaledonien","left",1,2,15,0,0,0,0,0,0,9,81.8,0,2,0,0,4,0,0,0
"LaLiga","Valencia CF","Gonçalo Guedes","Left Winger",25,"Portugal","right",25,31,2287,0.2,0.2,0.14,0.14,2.01,0.59,584,73.3,81,26,31,19,336,0,0,0
"LaLiga","Valencia CF","Denis Cheryshev","Left Winger",30,"Russia","left",3.5,21,1101,0,0.25,0.12,0.2,1.72,0.41,209,61.8,36,23,21,7,234,0,0,0
"LaLiga","Valencia CF","Álex Blanco","Left Winger",23,"Spain","left",1.5,13,580,0.16,0,0.12,0.08,1.09,0.31,105,72.9,2,13,13,6,127,0,0,0
"LaLiga","Valencia CF","Yunus Musah","Right Winger",19,"United States","right",15,32,1530,0.06,0,0.04,0.04,0.35,0.12,331,74.7,17,24,31,8,287,0,0,0
"LaLiga","Valencia CF","Hélder Costa","Right Winger",27,"Angola","left",8,22,1156,0.23,0.23,0.16,0.07,1.25,0.47,242,73.8,16,30,19,6,265,0,0,0
"LaLiga","Valencia CF","Jason","Right Winger",27,"Spain","right",2.5,17,441,0,0,0.03,0.12,1.02,0,94,66.2,11,11,10,9,98,0,0,0
"LaLiga","Valencia CF","Maxi Gómez","Centre-Forward",25,"Uruguay","right",25,31,2689,0.23,0.03,0.23,0.03,1.81,0.8,376,67.5,44,11,13,2,250,0,0,0
"LaLiga","Valencia CF","Marcos André","Centre-Forward",25,"Brazil","right",8.5,23,1177,0.31,0.08,0.29,0.05,2.37,0.92,132,61.7,13,7,18,1,228,0,0,0
"LaLiga","Valencia CF","Manu Vallejo","Centre-Forward",24,"Spain","right",6,30,950,0.47,0,0.43,0.03,1.71,1.23,191,74.9,27,20,12,6,269,0,0,0
"LaLiga","Valencia CF","Hugo Duro","Centre-Forward",22,"Spain","left",5,2,55,0,0,0.22,0.09,1.64,0,5,100,1,0,1,0,4,0,0,0
"LaLiga","Real Betis Balompié","Rui Silva","Goalkeeper",27,"Portugal","left",12,32,2880,0,0,0,0,0,0,591,55,0,0,0,0,6,1.72,61.2,25
"LaLiga","Real Betis Balompié","Joel Robles","Goalkeeper",31,"Spain","right",4,18,1620,0,0,0,0,0,0,355,62.8,1,0,0,0,4,1.39,62.5,33.3
"LaLiga","Real Betis Balompié","Claudio Bravo","Goalkeeper",38,"Chile","right",1,20,1800,0,0,0,0.01,0,0,422,65,0,0,1,0,3,1.25,69.6,35
"LaLiga","Real Betis Balompié","Marc Bartra","Centre-Back",30,"Spain","right",6,19,1694,0,0.05,0.02,0.04,0.58,0.21,782,81.2,30,30,27,24,207,0,0,0
"LaLiga","Real Betis Balompié","Germán Pezzella","Centre-Back",30,"Argentina","right",5,32,2743,0.03,0,0.04,0.01,0.59,0.07,993,87.5,32,40,40,34,252,0,0,0
"LaLiga","Real Betis Balompié","Víctor Ruiz","Centre-Back",32,"Spain","left",2.2,27,2157,0.08,0,0.05,0,0.17,0.17,1098,88.2,67,17,26,46,141,0,0,0
"LaLiga","Real Betis Balompié","Juan Miranda","Left-Back",21,"Spain","left",7,22,1652,0.05,0.11,0.03,0.07,0.49,0.16,701,75,58,31,46,27,249,0,0,0
"LaLiga","Real Betis Balompié","Álex Moreno","Left-Back",28,"Spain","left",6,23,1786,0,0.1,0.04,0.1,0.55,0.15,907,78.3,52,42,35,26,279,0,0,0
"LaLiga","Real Betis Balompié","Héctor Bellerín","Right-Back",26,"Spain","right",20,25,2089,0.04,0.09,0.04,0.1,0.65,0.22,1079,82.9,88,34,50,13,223,0,0,0
"LaLiga","Real Betis Balompié","Youssouf Sabaly","Right-Back",28,"Senegal","right",6.5,33,2909,0.03,0.06,0.02,0.05,0.4,0.06,1671,84.8,130,58,70,50,324,0,0,0
"LaLiga","Real Betis Balompié","Martín Montoya","Right-Back",30,"Spain","right",2,5,239,0,0,0.02,0.13,0.75,0,125,76.7,10,6,4,1,28,0,0,0
"LaLiga","Real Betis Balompié","Guido Rodríguez","Defensive Midfield",27,"Argentina","right",22,35,2864,0.03,0,0.05,0.02,0.94,0.28,1408,85.2,94,105,77,58,706,0,0,0
"LaLiga","Real Betis Balompié","William Carvalho","Defensive Midfield",29,"Portugal","right",15,27,1223,0.15,0,0.09,0.03,1.1,0.44,814,85.3,70,28,13,8,177,0,0,0
"LaLiga","Real Betis Balompié","Paul Akouokou","Defensive Midfield",24,"Cote d'Ivoire","right",1.5,10,378,0,0,0,0.08,0,0,168,91.8,6,12,6,6,75,0,0,0
"LaLiga","Real Betis Balompié","Andrés Guardado","Central Midfield",35,"Mexico","left",1.5,24,1318,0.07,0,0.02,0.04,0.75,0.34,673,84.2,64,29,15,22,202,0,0,0
"LaLiga","Real Betis Balompié","Nabil Fekir","Attacking Midfield",28,"France","left",25,33,2622,0.17,0.21,0.26,0.18,2.88,0.79,1070,80.8,119,45,31,12,604,0,0,0
"LaLiga","Real Betis Balompié","Sergio Canales","Attacking Midfield",30,"Spain","left",20,31,2498,0.29,0.22,0.19,0.18,1.62,0.4,1478,84.7,115,17,26,14,289,0,0,0
"LaLiga","Real Betis Balompié","Rodri Sánchez","Attacking Midfield",21,"Spain","left",5,15,537,0,0,0.04,0.09,0.67,0,215,84.6,22,4,7,2,69,0,0,0
"LaLiga","Real Betis Balompié","Cristian Tello","Left Winger",30,"Spain","both",7.5,29,1283,0.35,0.21,0.16,0.19,2.46,0.98,391,78.5,44,13,21,8,192,0,0,0
"LaLiga","Real Betis Balompié","Juanmi","Left Winger",28,"Spain","right",3,16,604,0.3,0,0.45,0.01,2.09,0.75,112,77.8,3,11,3,3,134,0,0,0
"LaLiga","Real Betis Balompié","Diego Lainez","Right Winger",21,"Mexico","left",8,21,862,0,0.21,0.1,0.09,1.46,0.42,284,78.9,31,13,17,16,140,0,0,0
"LaLiga","Real Betis Balompié","Aitor Ruibal","Right Winger",25,"Spain","right",3,28,1593,0.11,0.11,0.15,0.14,1.92,0.73,426,75.7,51,38,25,21,310,0,0,0
"LaLiga","Real Betis Balompié","Joaquín","Right Winger",40,"Spain","right",1.5,27,1291,0.14,0.42,0.07,0.18,0.84,0.42,605,80.3,57,7,18,14,152,0,0,0
"LaLiga","Real Betis Balompié","Willian José","Centre-Forward",30,"Brazil","right",18,30,1799,0.235,0.065,0.355,0.08,1.62,0.765,435,79.3,31,3,6,4,109.5,0,0,0
"LaLiga","Real Betis Balompié","Borja Iglesias","Centre-Forward",28,"Spain","right",10,28,1411,0.7,0,0.49,0.03,2.17,0.64,202,74.5,11,1,11,5,228,0,0,0
"LaLiga","Athletic Bilbao","Unai Simón","Goalkeeper",24,"Spain","right",20,37,3330,0,0,0,0,0,0,750,70.6,2,0,0,0,5,1.08,66.3,24.3
"LaLiga","Athletic Bilbao","Jokin Ezkieta","Goalkeeper",25,"Spain","right",0.3,1,90,0,0,0,0,0,0,21,87.5,0,0,0,0,0,2,33.3,0
"LaLiga","Athletic Bilbao","Iñigo Martínez","Centre-Back",30,"Spain","left",25,28,2519,0.04,0,0.05,0.02,0.61,0.25,1193,83.6,89,29,28,37,200,0,0,0
"LaLiga","Athletic Bilbao","Yeray Álvarez","Centre-Back",26,"Spain","right",20,23,1948,0.05,0,0.02,0.02,0.51,0.05,895,84.4,56,27,25,39,145,0,0,0
"LaLiga","Athletic Bilbao","Unai Núñez","Centre-Back",24,"Spain","right",15,25,2109,0.04,0.04,0.08,0.03,0.55,0.21,987,85.5,55,28,40,25,159,0,0,0
"LaLiga","Athletic Bilbao","Yuri Berchiche","Left-Back",31,"Spain","left",8,23,1682,0.05,0.16,0.04,0.1,0.86,0.32,922,82,122,33,23,16,236,0,0,0
"LaLiga","Athletic Bilbao","Mikel Balenziaga","Left-Back",33,"Spain","left",1.2,23,1689,0,0.05,0,0.03,0.16,0.05,710,75.9,45,27,34,13,206,0,0,0
"LaLiga","Athletic Bilbao","Ander Capa","Right-Back",29,"Spain","right",6,28,2131,0.08,0.04,0.05,0.07,0.51,0.25,915,76.2,94,42,51,30,304,0,0,0
"LaLiga","Athletic Bilbao","Iñigo Lekue","Right-Back",28,"Spain","right",2.5,18,644,0,0,0.01,0.06,0.28,0.14,332,79.4,29,13,18,6,110,0,0,0
"LaLiga","Athletic Bilbao","Óscar de Marcos","Right-Back",32,"Spain","right",2,25,1520,0.06,0.12,0.08,0.11,0.36,0.3,583,76.3,48,22,34,19,203,0,0,0
"LaLiga","Athletic Bilbao","Mikel Vesga","Defensive Midfield",28,"Spain","left",2,30,1722,0,0.05,0.08,0.05,1.2,0.26,714,79.7,85,34,34,24,413,0,0,0
"LaLiga","Athletic Bilbao","Unai Vencedor","Central Midfield",21,"Spain","right",7.5,28,1701,0,0,0.02,0.01,0.48,0.05,726,79.7,98,38,31,16,331,0,0,0
"LaLiga","Athletic Bilbao","Dani García","Central Midfield",31,"Spain","right",3,27,1920,0,0.05,0.02,0.02,0.33,0.05,866,83.6,75,34,29,29,282,0,0,0
"LaLiga","Athletic Bilbao","Oier Zarraga","Central Midfield",22,"Spain","right",1,5,100,0,0,0.08,0.04,0.9,0,34,79.1,3,1,1,0,18,0,0,0
"LaLiga","Athletic Bilbao","Oihan Sancet","Attacking Midfield",21,"Spain","right",3.5,24,1035,0.17,0.17,0.25,0.11,1.57,0.52,259,73.8,28,10,7,3,233,0,0,0
"LaLiga","Athletic Bilbao","Álex Berenguer","Left Winger",26,"Spain","right",15,37,2409,0.16,0.08,0.23,0.075,1.635,0.98,652,67.85,85,25,33.5,12,331.5,0,0,0
"LaLiga","Athletic Bilbao","Iker Muniain","Left Winger",29,"Spain","right",12,28,1943,0.23,0.14,0.18,0.14,1.07,0.42,860,81.8,117,30,17,14,275,0,0,0
"LaLiga","Athletic Bilbao","Jon Morcillo","Left Winger",23,"Spain","left",5,30,1363,0.13,0.13,0.1,0.19,1.58,0.53,319,61.6,45,12,22,22,235,0,0,0
"LaLiga","Athletic Bilbao","Nico Williams","Right Winger",19,"Spain","right",5,2,57,0,0,0.03,0,1.58,0,11,55,0,0,1,1,19,0,0,0
"LaLiga","Athletic Bilbao","Iñaki Williams","Centre-Forward",27,"Spain","right",25,38,2387,0.23,0.23,0.26,0.18,1.96,0.64,394,67.2,28,15,13,3,287,0,0,0
"LaLiga","Athletic Bilbao","Asier Villalibre","Centre-Forward",24,"Spain","left",4.5,35,1589,0.23,0.11,0.3,0.12,2.27,0.85,190,62.3,16,5,5,3,222,0,0,0
"LaLiga","Athletic Bilbao","Raúl García","Centre-Forward",35,"Spain","right",2.5,34,1743,0.26,0.05,0.33,0.07,2.27,0.62,372,62.3,71,37,40,10,375,0,0,0
"LaLiga","Getafe CF","David Soria","Goalkeeper",28,"Spain","right",9,28,2520,0,0,0,0,0,0,401,46.8,0,0,1,0,4,1.11,66.7,35.7
"LaLiga","Getafe CF","Rubén Yáñez","Goalkeeper",28,"Spain","right",2,10,900,0,0,0,0,0,0,161,58.3,0,0,0,0,0,1.2,63.3,40
"LaLiga","Getafe CF","Djené","Centre-Back",29,"Togo","right",18,34,2941,0,0.03,0.01,0,0.06,0,724,77.2,59,61,39,55,276,0,0,0
"LaLiga","Getafe CF","Erick Cabaco","Centre-Back",26,"Uruguay","right",2.5,20,1326,0,0,0.02,0,0.27,0,297,67.7,34,24,17,12,137,0,0,0
"LaLiga","Getafe CF","Stefan Mitrovic","Centre-Back",31,"Serbia","both",1.5,32,2784,0.06,0,0.03,0,0.39,0.16,1118,90,40,35,37,30,235,0,0,0
"LaLiga","Getafe CF","Chema","Centre-Back",29,"Spain","left",0.8,10,557,0,0,0.01,0.02,0.48,0.16,94,60.3,11,11,4,7,69,0,0,0
"LaLiga","Getafe CF","Mathí­as Olivera","Left-Back",24,"Uruguay","left",12,31,2614,0,0,0.08,0.06,0.62,0.17,790,70,81,71,50,35,432,0,0,0
"LaLiga","Getafe CF","Allan Nyom","Right-Back",33,"Cameroon","right",2,31,2323,0,0.08,0.02,0.08,0.39,0.08,592,65.6,54,42,41,26,317,0,0,0
"LaLiga","Getafe CF","Damián Suárez","Right-Back",33,"Uruguay","right",1.5,31,2434,0.04,0,0.01,0.03,0.37,0.07,855,66.1,138,55,58,34,507,0,0,0
"LaLiga","Getafe CF","Juan Iglesias","Right-Back",23,"Spain","right",0.5,10,605,0,0,0.02,0.05,0.6,0.15,119,57.8,8,28,15,12,158,0,0,0
"LaLiga","Getafe CF","Nemanja Maksimovic","Defensive Midfield",26,"Serbia","right",15,35,2728,0.03,0,0.06,0.04,0.53,0.13,581,77,53,56,58,50,623,0,0,0
"LaLiga","Getafe CF","Florentino","Defensive Midfield",22,"Portugal","right",10,9,241,0,0,0.04,0.07,0.37,0,138,85.7,11,14,3,3,46,0,0,0
"LaLiga","Getafe CF","David Timor","Defensive Midfield",32,"Spain","left",1.5,30,1395,0,0,0.03,0.06,1.16,0.32,390,64.9,58,15,11,13,118,0,0,0
"LaLiga","Getafe CF","Mauro Arambarri","Central Midfield",26,"Uruguay","right",20,34,2983,0.09,0,0.07,0.06,1.42,0.27,754,70.1,88,74,54,54,752,0,0,0
"LaLiga","Getafe CF","Carles Aleñá","Central Midfield",23,"Spain","left",15,24,1414,0.065,0.065,0.08,0.065,1.925,0.265,445,79.7,68,9,8.5,3.5,137,0,0,0
"LaLiga","Getafe CF","Jakub Jankto","Left Midfield",25,"Czech Republic","left",8,35,2409,0.22,0.11,0.19,0.12,1.49,0.41,632,69.1,64,22,41,20,378,0,0,0
"LaLiga","Getafe CF","Vitolo","Left Winger",32,"Spain","right",4,10,298,0,0,0.15,0.07,0.6,0,127,82.5,12,3,6,1,46,0,0,0
"LaLiga","Getafe CF","Enes Ünal","Centre-Forward",24,"Turkey","right",7,28,1318,0.27,0.14,0.28,0.08,2.46,0.61,220,62.9,26,10,18,3,324,0,0,0
"LaLiga","Getafe CF","Jaime Mata","Centre-Forward",33,"Spain","right",4,33,2037,0.22,0,0.29,0.05,1.68,0.71,395,66.3,31,14,16,11,311,0,0,0
"LaLiga","Getafe CF","Sandro Ramírez","Centre-Forward",26,"Spain","right",3.5,20,1285,0.35,0.07,0.17,0.03,2.1,1.33,247,76,20,21,13,15,237,0,0,0
"LaLiga","Getafe CF","Darío Poveda","Centre-Forward",24,"Spain","right",0.4,1,5,0,0,0,0,0,0,2,40,0,0,0,0,3,0,0,0
"LaLiga","Celta de Vigo","Rubén Blanco","Goalkeeper",26,"Spain","right",5,19,1637,0,0,0,0,0,0,470,70.8,0,0,0,0,4,1.48,56.7,21.1
"LaLiga","Celta de Vigo","Néstor Araújo","Centre-Back",30,"Mexico","right",7,33,2426,0,0,0.01,0.02,0.22,0,1321,85,72,24,39,35,211,0,0,0
"LaLiga","Celta de Vigo","Jeison Murillo","Centre-Back",29,"Colombia","right",7,31,2699,0.07,0,0.02,0.01,0.23,0.1,1427,90,43,47,49,33,293,0,0,0
"LaLiga","Celta de Vigo","Joseph Aidoo","Centre-Back",26,"Ghana","right",5,25,1289,0,0,0.06,0.04,0.63,0,518,82.6,39,28,20,16,171,0,0,0
"LaLiga","Celta de Vigo","Jose Fontán","Centre-Back",21,"Spain","left",1,14,652,0,0,0.08,0,0.69,0.41,278,81.8,29,14,11,9,97,0,0,0
"LaLiga","Celta de Vigo","Carlos Domínguez","Centre-Back",20,"Spain","left",1,4,360,0,0,0.03,0.02,0.25,0.25,123,83.1,5,6,7,7,43,0,0,0
"LaLiga","Celta de Vigo","Javi Galán","Left-Back",27,"Spain","left",6,37,3065,0.03,0.06,0.01,0.09,0.21,0.03,1424,78.2,114,109,69,28,556,0,0,0
"LaLiga","Celta de Vigo","Hugo Mallo","Right-Back",30,"Spain","right",5,31,2602,0.1,0.03,0.05,0.08,0.69,0.38,1339,76.9,128,72,72,29,411,0,0,0
